,commentId,text,category
92,UgxspJ6PuUwOrTTsgt14AaABAg,Il panino sempre,
93,UgxpGCR3eC9PKXsktSV4AaABAg,Grande Rafagann,
94,UgxVmnmAM-loiBJB4054AaABAg,Daje Roby!!! 🤙 numero uno💙,
95,UgxNPtc4V3yDPJLv5Kx4AaABAg,5:18 🔥 7:45 Mezzo metro...hawaiian 😅,
96,UgxojZBwY4k5rMCe81N4AaABAg,Un deleite para los oido,
97,UgxqyhidjgRUp7S3UQZ4AaABAg,Sounds amazing.,
98,UgwMVl-J_JmZMRGQQcx4AaABAg,what cam is she running mate?,
99,UgyuaZrbmDL3D4ZUM2p4AaABAg,il Bro NON cambiera qualcosa,Negativo
100,UgyQZo-OTyZkQvyqWfR4AaABAg,Finalmente qualcuno che lo dice💯💯👏🏻👏🏻👏🏻👏🏻🙏🏻🙏🏻,Positiva
101,UgyX4xsjNCRBx9e3_wB4AaABAg,Complimenti!Sono pienamente d'accordo con i temi che hai trattato!Continua così e farai strada!,Positiva
102,UgywJX0a9PKk88FIDRd4AaABAg,🙏👏👏👏. Non ho nient'altro da dirti.,Positiva
103,UgwLME8TxPqcjPTF6014AaABAg,"Sono un ragazzo di 15 anni , e si , dopo aver sentito il tuo discorso posso dire che sono pienamente d'accordo. Anche se personalmente non ho avuto problemi a studiare, ma questo fatto di aprire gli studenti a ciò che è il mondo. Le strade nella vita sono tante e molte cose sono cambiate rispetto a ciò che il mondo era anni fa'. Soprattutto sono molto d'accordo per la questipne del teatro e dell' educazione finanziaria, perché oggi giorno è un aspetto molto importante saper dominare le paure e interagire con un ""pubblico"" , ma anche la finanza è altrettanto più importante. Purtroppo professori poco empatici ne ho incontrati molti , contando anche che recentemente ho attraversato una fase particolarmente difficile della mia vita. Ma sono contento che molte altre persone la pensino come me , e sarebbe meglio prendere l'iniziativa per cambiare le cose in qualche modo . Grazie mille, continua così",Positiva
104,UgwuZreILxetc0SPna94AaABAg,"Video sugli hater: https://youtu.be/yT4EoHb82hM
POSTER FIRMATI: https://amzn.to/3Ho9IbO",Neutrale
105,UgwSVe13TPw3YRY1pIt4AaABAg,ingegnere aereospaziale ridicolo,Negativo
106,UgxwN3za_xq8DWu9cqB4AaABAg,Con i soliti grillini complottari non c'è niente da fare. Bisognerebbe montarli su un razzo e tirarli sulla Luna,Negativo
107,Ugy75KBUsrsa4XRrudl4AaABAg,E questo scemo sarebbe un ingegnere?😂😂😂,Negativo
108,Ugz0Gr5Ph2Kw_HCVffl4AaABAg,"Ma questo malessere di fare corsa allo spazio ce lo ha solo lì americani, perché gli altri non sembrano che lo abbia, i americani hanno sempre bisogno di applausi .",Neutrale
109,Ugz8N-NvQhkYn1yChXp4AaABAg,"Esempio perfetto di come "" attaccarsi ai vetri""!   Che risposte deludenti! 

.. eeano rischiosissimo andare sulla Luna... ma se ci sono andati x ben 6 volte di fila! 😂😂..",Complottismo
110,UgwQeSBUTVZnpkqAgSJ4AaABAg,Credere ancora al programma Apollo nel 2024 è un vero e proprio atto di fede. Complimenti alla vostra tenacia.,Complottismo
111,Ugyz_ya8PHrbpc-Cwlt4AaABAg,"Non ci crede nessuno all allunagggio, Ma quante cazzate ha sparato😂😂😂   Cmq io rivoglio i miei 16 euro all'anno indietro",Complottismo
112,UgxJPF4ukFrFDrBOG7x4AaABAg,Non ci crede neanche Alberto a quello che dice Victor,Neutrale
113,UgzcYtHYfjoHBbq7dmF4AaABAg,Ma che dici. Con le nuove tecnologie dovrebbe costare un centesimo rispetto all' investimento dell' epoca. Ridicolo 😂😂😂😂😂,Negativo
114,Ugz0oODnnS1ZGTwblWp4AaABAg,Ma chi siete? I figli di ATTIVISSIMO!!!!!!! Sempre e le stesse identiche risposte!!!!!!,Negativo
115,UgyHNlVeq6Dwz0b4yQ54AaABAg,"Guardate ""American Moon"" e rispondete alle domande che questo documentario pone",Disinformazione
116,UgzNfKW0Pa_OHW6DuDJ4AaABAg,"Mi sembra più che EVIDENTE che neanche oggi siamo in grado di mandare esseri viventi sulla LUNA e farli tornare vivi, figuriamoci 54 anni fa!
Solo gli Astro Buffoni non ne vedono l’evidenza!",Complottismo
117,UgyZRRJ4Jg0Bb-ujvqx4AaABAg,"Le 400000 persone che hanno lavorato al progetto non erano tutte dipendenti della NASA, ma la maggior parte erano dipendenti di società private che avevano gli appalti con la NASA.",Neutrale
118,UgzlYxqyAYhnw22740V4AaABAg,"Intanto non troppo tempo fà piu di 1 professionista ha mostarto le prove del finto allunaggio a Putin , in live ... Solo che voi deficenti nel senso proprio che ignorate non conoscete e non vi informate  gridate al ""complottismo"" parola crata appositamnete dai servizi segreti americani per dividere e screditare verità scomode come questa , o il fatto cue l'11 settembre sia un lavoro interno . E la cosa piú divertente è che sono loro stessi a dirlo su docuemnti ufficilai ma le masse sono troppo stupide (letteralmente) per riuscire a comprendere e loro lo sanno benissimo , stidiano reazioni e vari metodi psicologici da sempre per indottrinare le menti piú deboli",Complottismo
119,Ugyb9RJ_Eh4K8fdvRCZ4AaABAg,"Tutti questi discorsi ormai non fanno più presa, la gente ormai ha capito che le missioni apollo sono fake.

Spiaze",Complottismo
120,UgxGXEXecP7FV9uVy7J4AaABAg,"🤣🤣🤣Noi avevamo PINOCCHIO, loro gli ASTRONASONI🤣🤣🤣",Negativo
121,UgwTOKO_j5tcLhh2vd54AaABAg,Meritano un buono da 5 vaccini gratis per entrambi!,Negativo
122,UgzbQ4Z32XGBgsujIKd4AaABAg,"Ci sono andati sulla luna, abbiate fede!",Negativo
123,UgyUMynPEk-zxw2vKMJ4AaABAg,https://www.youtube.com/watch?v=IOVK1gAvo8A,Neutrale
124,UgwTtu8auNr_aF8qPdF4AaABAg,"Non serve ne il budget neanche i dipendenti di 54 anni. Hanno già la tecnologia e l'esperienza, ci sono andati e tornati in tutta sicurezza per ben 6 volte, non capisco.",Neutrale
125,Ugy_cZN3aojX7L4xSWR4AaABAg,"Apprezzo l' impegno, ma non credo ad una sola parola di ciò che viene detto. Ormai la cazzata è stata fatta, aver cercato di far credere che il primo  sbarco sulla luna è avvenuto. Ora cercare di tornare indietro e dire scusa, e soprattutto che non c'è mai stato uno sbarco vero risulta difficile.. Quindi NON CI CREDO NELLA MANIERA PIÙ ASSOLUTA.",Complottismo
126,UgzL2ookTjnjzC1xk2l4AaABAg,"""Bla bla bla bla"" is the new ""fidati!"".",Negativo
127,Ugx3suU5ZvU6dRrvxYN4AaABAg,Infatti troppi miliardi ci volevano e senza nessuna certezza poi hanno scoperto che bastava giusto qualche migliaia di dollari per allestire uno studio e girare alcuni filmati e foto da dilettanti e cavarsela lo stesso agli occhi del mondo. Scelta saggia alla fine,Complottismo
128,Ugwa8Zeh7wo8Lp-378V4AaABAg,"Non era tecnologia di base ma non era nemmeno tecnologia veramente, basta un pò di stagnola color rame, dei tubi in pvc, cartoncino grigio e alla fine incolli tutto con il nastro adesivo trasparente. Et voilà il LEM.....XD",Complottismo
129,Ugzlewua2LDBOre5Y5p4AaABAg,Questi ragionamenti li ho sentiti per anni. Per dire nel 69 ero già nato. Non date spiegazione tecnologiche. Solo chiacchiere,Negativo
130,UgwaWudoaA6gnENKYsl4AaABAg,Bellissimo video. Chiaro e interessante.,Positiva
131,UgzxCkmrgbh7t9cTNu94AaABAg,Dopo aver sentito parlare i complottisti tendo a pensare che gli americani sisno stati pure su Marte.,Neutrale
132,UgwfcNUJXgen2CDj0DV4AaABAg,una volta l'abuso della credulità popolare era un reato.,Negativo
133,UgzopIbcFhB_TM8iqDB4AaABAg,"Se fossero veramente andati sulla luna, oggi ci sarebbero come minimo delle basi per ospitare l'uomo, come in qualsiasi esplorazione umana fatta sino ad oggi, comprese quelle ostili e costosissime, come in Antartide e nello spazio con la stazione spaziale! Questa è la prova più logica e ragionevole che dimostra che lo sbarco sulla Luna non è mai avvenuto! Inoltre ci sono una moltitudine di libri e documentari che aggiungono centinaia di altre prove tecniche, politiche ed economiche che lo dimostrano, in solo questo documentario ne potete costatare 42: https://www.youtube.com/watch?v=IOVK1gAvo8A&t=1505s 
Inoltre mi pare più che EVIDENTE, che neanche oggi dopo 54 anni sono in grado di inviare esseri viventi sulla Luna e farli tornare vivi! 
PS La tecnologia dopo 54 anni ha fatto passi da gigante, se con lo Scotch sono andati sulla Luna, oggi con L'Attak possono andare su Marte!🤣",Complottismo
134,UgxGZpqNBU6H3HNEo2J4AaABAg,Il 9 ottobre 1969 in occasione della visita del museo nazionale olandese da parte dei 3 astronauti dell'apollo 11 l'ambasciatore americano Middendorf regalò al primo ministro olandese Piet de Jong una roccia lunare. Il museo di Amsterdan la fece analizzare è si scoprì che era legno pietrificato! Sti americani son forti!,Disinformazione
135,Ugw9GtpxlixtwHzj1nJ4AaABAg,"1° errore già dopo 2 minuti.

I soldi stanziati 54 anni fa vedevano un progetto totalmente nuovo e senza esperienza,da zero.

Paragonare i soldi stanziati allora con quelli che ci vorrebbero oggi,con tutta l'esperienza fatta e il miglioramento tecnologico raggiunto,è semplicemente sbagliato e tremendamente fallace. Usate sempre lo stesso esempio e non vi accorgete del mega errore.

Comunque è assurdo come usiate,TUTTI coloro che non si pongono dubbi in merito,sempre le 3 stesse scuse. è semplicemente pazzesco.

2° errore clamoroso. Le radiazioni.

Non è morto un solo astronauta a causa delle radiazioni.NON UNO. Anzi,diversi sono ancora vivi,e i dati ufficiali della NASA dell'epoca confermano la quasi totale innocuità delle stesse.

Non ha alcun senso mandare manichini in orbita per capire l'effetto delle radiazioni sull'uomo quando abbiamo avuto ripetutamente la prova provata (a detta loro) che le radiazioni sono innocue.

Dovreste fare un confronto con Massimo Mazzucco che ha fatto un docufilm di oltre 3 ore in cui mette in luce moltissime cose che fanno dubitare del fatto che gli USA  abbiamo mai mandato qualcuno sulla Luna.",Complottismo
